gene	BB9	BB10	BB17	BB19	BB20	BB21	BB11	BB12	BB18	reflen
rbsR.t01	1066.04	905.276	1082.87	837.139	978.587	811.995	1187.4	966.213	789.016	993
rcbA.t01	90.4991	75.4213	64.9799	55.8104	88.3352	78.9955	75.8098	107.661	85.9986	210
rcdA.t01	299.184	248.113	288.555	195.158	258.531	116.748	291.94	212.324	229.287	537
rclA.t01	1077.84	933.66	772.933	928.376	1009.82	970.343	1091.3	1604.17	835.452	1326
rclB.t01	169.451	133.769	190.122	132.326	85.1676	132.348	190.811	196.705	128.413	237
rclC.t01	443.729	441.768	395.483	280.997	284.473	373.535	344.522	618.799	374.399	594
rclR.t01	650.178	564.108	640.617	588.516	601.777	598.522	629.803	892.192	533.328	855
rcnA.t01	433.837	470.899	585.024	410.158	433.212	373.079	516.108	522.002	412.182	825
rcnB.t01	291.236	232.371	298.404	266.086	244.194	201.733	196.74	192.72	150.795	339
rcnR.t01	148.052	133.312	131.194	94.0329	108.302	154.595	195.143	196.848	137.065	273
rcsA.t01	300.271	234.258	353.357	209.857	300.659	266.534	301.287	299.968	224.566	624
rcsB.t01	1915.77	1668.42	2030.64	2196.98	2521.69	1905.49	1850.58	940.61	1506.05	651
rcsC.t01	1684.58	1634.89	1889.12	1741.89	1696.41	1785.38	1603.03	2006.47	1721.68	2850
rcsD.t01	4925.38	4832.22	5891.45	5727.89	5921.66	5126.97	3923.91	3099.74	4098.83	2673
rcsF.t01	1673.67	1926.2	2262.97	1634.64	1426.96	1357.45	842.688	498.624	957.096	405
rdgB.t01	712.96	747.697	826.771	540.2	564.02	497.442	577.894	670.721	700.374	594
rdgC.t01	1445.35	1559.45	1945.82	1071.71	1393.35	1077.03	949.419	1162.1	1012.7	912
rdlA.r01	0	0	0	9.30382	0	2.25307	0	0.0196266	1.58444	67
rdlB.r01	1.40588	3.47942	0	0	0	0	6.64092	0.0196266	0	66
rdlC.r01	21.4938	28.2907	20.8013	37.4322	28.256	21.9461	33.4506	28.627	23.3828	68
rdlD.r01	26.1241	31.9511	43.7763	38.6402	18.3095	29.8917	20.6431	68.9357	44.2849	66
recA.t01	1245.78	1213.08	1392.44	15073.2	14100.8	13784.5	9838.24	6325.14	10429.1	1062
recB.p01	0	0	0	0	0	0	0	0	0	3543
recB.t01	3500.8	3221.2	3541.77	2840.62	2883.5	3180.78	3331.71	4610.9	3525.17	3543
recC.p01	0	0	0	0	0	0	0	0	0	3369
recC.t01	3335.04	3142.31	3069.14	2780.61	2892.52	3024.63	3168.58	4565.9	3225.38	3369
recD.p01	0	0	0	0	0	0	0	0	0	1827
recD.t01	1343.02	1293.93	1323.71	1154.51	1169.48	1394.11	1449.58	2330.47	1677.56	1827
recE.p01	0	0	0	0	0	0	0	0	0	2601
recE.t01	1421.62	1370.58	1426.01	1000.5	1073.24	1172.48	1152.01	1456.51	1326.59	2601
recF.t01	1062.05	1000.84	910.856	1045.17	1039.92	942.913	1318.99	1849.99	1368.48	1074
recG.t01	3750.2	3520.39	3667.28	2913.45	2757.96	2456.86	3254.5	4290.34	3600.8	2082
recJ.p01	0	0	0	0	0	0	0	0	0	1734
recJ.t01	1469.58	1329.63	1534.28	1104.72	1299.27	1138.53	1534.06	2042.81	1558.77	1734
recN.t01	1371.99	1267.85	1968.67	37774.8	40904	34788.2	23660.9	14370.9	27595	1662
recO.t01	493.745	386.15	535.251	422.548	493.623	327.535	370.962	274.943	295.899	729
recQ.t01	1401.79	1084.16	1356.36	1309.82	1099.68	1171.15	1713.75	1998.32	1291.55	1830
recR.t01	1052.27	1022.53	1165.83	778.716	788.636	761.7	792.575	558.07	963.964	606
recT.t01	425.754	353.308	539.159	322.514	321.142	396.568	408.895	422.477	294.277	810
recX.t01	312.33	386.82	336.175	824.691	958.288	717.467	1048.97	603.885	840.888	501
relA.t01	2786.51	2861.4	3114.67	3585.43	3625.33	3165.45	2891.35	3339.38	2805.93	2235
relB.t01	139.422	137.307	197.858	158.928	130.88	126.445	123.031	101.012	133.793	240
relE.t01	191.287	205.796	246.428	227.741	245.603	196.602	167.856	194.682	175.181	288
rem.t01	134.856	117.332	108.039	78.7825	105.368	135.005	102.911	134.886	146.94	252
rep.t01	1677.08	1254.66	2006.66	1452.36	1214.35	1035.02	1837.68	2231.1	1525.48	2022
rfaH.t01	295.309	235.841	387.715	460.205	565.22	401.225	479.995	446.952	336.22	489
rfbA.t01	1412.11	1323.2	1409.55	1256.68	1224.03	939.921	857.434	563.081	718.805	882
rfbB.t01	9345.75	9431.46	8446.38	5554.8	5743.23	4428.15	2267.82	1763.53	2238.3	1086
rfbC.t01	1121.06	1365.55	1368.03	1013.81	930.493	718.09	554.327	501.951	455.11	558
rfbD.t01	16446.8	17766.4	18940.4	9651.15	10819.4	9213.48	5483.93	3363.09	5041.96	900
rffG.t01	1089.68	960.227	1301.98	1011.01	998.543	731.006	1125.96	1221.3	1081.03	1068
rffH.t01	556.657	468.225	510.801	582.049	383.031	373.907	571.13	907.393	791.671	882
rhaA.t01	532.417	389.366	505.512	513.149	457.793	414.81	715.868	1197.54	768.538	1260
rhaB.t01	744.574	452.729	745.447	680.926	594.48	789.253	930.65	1526.35	783.832	1470
rhaD.t01	391.75	324.198	377.819	424.478	377.522	420.976	710.518	896.503	569.978	825
rhaM.t01	116.003	112.776	147.297	96.5106	95.9011	94.0181	171.81	266.062	166.172	315
rhaR.t01	421.482	299.334	438.918	459.337	277.826	455.29	713.741	880.472	658.326	849
rhaS.t01	476.992	339.639	372.777	392.388	317.97	445.581	704.237	1050.22	621.97	837
rhaT.t01	536.278	411.055	524.359	560.064	423.217	522.598	616.68	892.913	671.889	1035
rhlB.t01	6332.42	6992.88	7062.6	6450.81	7001.51	4982.7	7355.68	4067.78	6637.33	1266
rhlE.t01	700.708	681.034	732.168	692.287	453.79	456.508	595.397	557.783	530.532	1365
rhmA.t01	333.513	320.452	397.909	372.253	377.58	431.222	380.872	413.841	466.732	804
rhmD.t01	517.115	467.438	494.958	601.028	459.468	520.221	573.849	623.197	494.576	1206
rhmR.t01	390.732	321.011	376.699	338.37	368.27	363.668	393.153	467.124	340.473	783
rhmT.t01	570.394	493.17	539.074	553.954	466.023	536.877	625.373	806.925	503.491	1290
rho.t01	9881.37	10616.7	10993.9	9656.35	10712.9	8430.6	7223.71	4845.24	7014.87	1260
rhsA.t01	7677.17	6963.31	4579.19	4499.03	4697.3	6347.3	7227.76	17351.1	9280.79	4134
rhsB.t01	1228.75	1209.45	1370.57	1168.14	952.338	1031.79	1353.1	1440.56	1223.99	4236
rhsC.t01	1390.33	1319	1668.45	1390.25	1308.46	1084.16	1285.52	1383.44	1299.44	4194
rhsD.t01	2852.94	2813.7	2702.09	2376.26	2604.34	3183.82	2831.54	3788.16	3403.84	4281
rhtA.t01	515.122	486.192	597.141	479.932	419.492	358.97	588.867	467.826	311.796	888
rhtB.t01	415.63	333.812	461.124	314.984	265.994	311.043	559.725	662.135	429.075	621
rhtC.t01	306.391	239.335	401.994	390.699	292.667	273.465	382.939	531.647	449.13	621
ribA.t01	851.371	1046.63	1120.86	1177.77	1506.29	1061.37	702.38	412.755	718.774	591
ribB.t01	5359.58	4331.46	3706.89	670.795	842.64	764.637	1221.28	1263.6	1445.58	654
ribC.t01	2442.51	2484.95	2378.12	2881	2866.14	2298.7	1971.42	740.592	1487.62	642
ribD.t01	1538.31	1559.23	1856.32	1379.87	1382.66	1385.71	1225.48	1175.2	1302.72	1104
ribE.t01	959.399	975.512	892.903	770.401	740.294	724.073	675.094	578.035	689.671	471
ribF.t01	1000.7	720.924	941.618	764.68	864.001	817.955	946.343	1019.92	905.376	942
ridA.t01	718.454	729.901	958.046	915.882	836.481	863.416	1156.45	778.609	1020.07	387
rihA.t01	3786.84	3721.64	4095.69	2428.99	2298.84	1931.81	2555.96	1462.22	1949.18	936
rihB.t01	407.352	495.285	501.741	437.287	421.764	511.308	517.894	632.187	317.177	942
rihC.t01	1194.45	1248.94	1540.51	1149.72	1098.51	988.429	1580.81	1031.32	936.585	915
rimI.t01	332.883	350.825	353.118	355.454	380.189	333.652	439.678	582.504	436.293	447
rimJ.t01	1506.67	1573.91	1573.74	1275.41	1217.65	1250.65	1101.06	690.99	831.478	585
rimK.t01	601.105	581.295	644.404	435.52	450.056	489.225	424.219	429.805	394.88	903
rimL.t01	364.703	454.579	481.89	659.421	847.341	729.378	483.328	485.139	393.294	540
rimM.t01	1461.94	1315.69	1569.74	1069.85	964.604	976.166	624.987	359.492	579.437	549
rimO.t01	1318.3	1387.19	1858.83	992.791	982.299	946.976	653.132	800.246	756.453	1326
rimP.t01	1314.35	1256.06	1567.14	1472.23	1484.35	1260	943.803	640.415	832.745	453
rlmA.t01	1017.25	1095.29	1536.6	875.626	869.219	740.226	675.165	558.229	650.539	810
rlmB.t01	724.522	688.731	743.566	690.722	672.071	908.573	938.329	1059.67	963.832	732
rlmC.t01	768.439	759.471	778.091	582.733	524.107	502.207	649.029	617.586	532.092	1128
rlmD.t01	1808.27	1807.66	2371.84	1878.02	1879.7	1574.07	1753.14	1958.9	1517.22	1302
rlmE.t01	1938.17	1979.51	1979.76	3112.82	3023.59	2598.28	2980.73	1700.36	2166.91	630
rlmF.t01	695.403	670.69	920.342	459.176	419.15	494.863	440.758	480.278	343.352	927
rlmG.t01	1155.04	1101.84	992.101	792.907	765.376	786.168	1077.91	1758.7	1231.27	1137
rlmH.t01	350.871	417.274	313.54	258.451	251.638	160.588	203.506	257.95	251.666	468
rlmI.t01	1422.85	1470.36	1693.36	964.88	898.013	626.952	736.991	514.561	671.023	1191
rlmJ.t01	1164.36	1100.6	1161.04	953.804	927.747	961.071	1163.01	1682.78	1271.78	843
rlmL.t01	2785.9	3002.22	3164.05	2692.64	2511.06	1811.97	1523.24	991.896	1407.39	2109
rlmM.t01	1236.93	1151.6	1457.56	1169.81	1060.35	1151.81	1115.58	1496.92	1097.82	1101
rlmN.t01	1449.26	1395.9	1766.16	1167.37	1047.88	1024.37	1094.25	827.459	798.54	1155
rlpA.t01	967.235	1006.02	1200.84	914.385	929.219	692.544	677.538	752.535	697.273	1089
rluA.t01	304.221	338.337	384.402	401.682	317.288	354.897	468.469	426.557	369.33	660
rluB.t01	607.97	623.509	796.197	451.85	516.345	428.736	438.928	290.793	384.177	876
rluC.t01	435.863	495.422	611.973	393.029	443.39	424.78	375.942	365.862	278.054	960
rluD.t01	681.478	670.656	971.568	955.4	1021.25	706.126	567.557	327.447	599.714	981
rluE.t01	634.726	649.638	785.977	791.706	702.88	626.529	409.724	295.444	489.233	654
rluF.t01	832.781	744.838	879.897	517.749	520.584	669.857	681.993	834.724	564.487	873
rmf.t01	80.0992	98.3022	67.4016	255.886	186.006	181.529	428.763	224.483	351.016	168
rmuC.t01	1123.96	897.321	1239.22	4427.79	4077.68	3587.22	11310.7	4702.29	4372.84	1428
rna.t01	1305.76	1323.65	1550.88	1367.86	1436.67	946.248	715.77	847.076	747.11	807
rnb.t01	4101.43	4454.27	5344.57	2602.71	2724.19	1821.24	1691.4	869.57	1533.79	1935
rnc.t01	811.909	773.078	998.251	1031.56	848.655	661.204	588.992	413.546	311.011	681
rnd.t01	683.584	572.66	752.8	498.828	489.585	496.537	530.897	458.22	443.301	1128
rne.t01	5297.97	5113.21	6010.36	5961.45	5774.02	4494.52	3265.78	1942.82	3633.25	3186
rng.t01	935.9	787.154	1058.3	981.441	891.964	853.719	1098.73	1180.34	1153.59	1470
rnhA.t01	294.29	274.311	460.61	316.51	251.638	205.563	293.759	223.893	226.663	468
rnhB.t01	433.975	389.434	496.105	509.499	543.36	384.96	465.916	248.808	308.174	597
rnk.t01	384.813	473.46	752.093	426.248	395.284	374.987	411.97	338.985	372.732	411
rnlA.t01	874.959	816.223	1050.01	1356.88	1394.89	1139.73	976.417	654.08	701.352	1074
rnlB.t01	384.142	284.005	536.071	1164.36	1220.31	1062.39	613.067	276.632	542.447	372
rnpA.t01	3337.06	3551.62	3458.18	1959.34	1886.88	1458.7	1575.55	1346.87	2211.07	360
rnpB.r01	14845.6	14969	16278.8	25485.6	24816.7	27213.1	39979.7	44342	36728.2	377
rnr.t01	4913.72	4375.14	5057.24	5625.61	5837.28	4317.02	5488.88	4523.22	6428.81	2442
rnt.t01	551.234	614.911	777.807	566.125	602.042	383.19	418.802	404.884	527.392	648
rob.t01	1957.21	1839.82	1987.29	1859.6	1993.24	1477.41	1414.55	1110.7	1342.24	870
rodZ.t01	4015.1	4440.79	4848.77	3292.93	3197.82	2752.04	2570.57	1360.69	2668.04	1014
rof.t01	142.116	85.0313	118.605	200.984	200.242	141.744	159.539	122.662	117.512	255
roxA.t01	845.997	780.288	1067.14	905.708	985.786	731.225	601.744	466.108	543.516	1122
rpe.t01	1339.97	1132.4	1261.2	1115.74	1260.19	989.392	828.441	1185.25	1109.68	678
rpiA.t01	2292.34	2388.12	2264.83	2163.02	2040.42	1645.74	1988.98	1668.84	1677.86	660
rpiB.t01	350.544	331.501	299.699	239.812	230.302	262.543	411.62	588.222	487.76	450
rplA.t01	3555.05	3689.26	3236.59	2872.74	2793.75	2139.89	1816.74	847.304	1768.33	705
rplB.t01	90135.6	71433.5	49172.3	37027.4	48078.9	32510.4	20548.8	11335.3	24495.6	822
rplC.t01	17786.5	12755.8	9303.84	8150.69	9587.66	7106.78	3753.74	2123.07	5424.14	630
rplD.t01	31341.4	29566.6	22088.3	18323.5	20332.3	14813.9	8503.39	4248.39	9325.19	606
rplE.t01	6919.13	6095.36	6135.59	4726.18	5648.29	4168.91	4084.94	2282.88	4376.8	540
rplF.t01	9501.25	9277.77	6048.72	4643.17	4991.18	3409.1	2771.02	1543.96	2582.85	534
rplI.t01	774.99	806.135	731.111	680.454	675.788	665.82	619.25	760.167	555.048	450
rplJ.t01	28943.9	31561.5	30437.7	12548.3	12331	11912.6	10137.8	6874.84	12874.6	498
rplK.t01	3328.96	3313.57	3077.33	2689.95	2739.07	1710.75	1591.32	771.484	1459.08	429
rplL.t01	30822.2	34252.6	38885.7	13154.6	14879.7	14319.9	17489.3	10783.8	16171.6	366
rplM.t01	1881.95	1940.29	1858.36	1698.01	1523.19	1433.95	1207.28	1063.84	1139.85	429
rplN.t01	52490.7	42223.9	45810.3	24801.2	24101	25173.3	23421	17467.4	24671	372
rplO.t01	2961.41	3054.8	2901.88	2400.05	2079.03	1762.8	1522.12	717.659	1404.04	435
rplP.t01	3747.36	4143.87	3803.72	3287.03	3195.59	2768.41	2587.31	1542.03	2471.1	411
rplQ.t01	945.777	1161.38	1320.69	955.738	870.601	586.74	1332.16	677.998	859.465	384
rplR.t01	5028.46	5042.66	3855.1	2706.65	3244.81	2013.76	2084.71	845.232	1618.37	354
rplS.t01	255.618	343.83	301.842	265.909	200.607	229.028	247.239	199.75	161.226	348
rplT.t01	209.609	224.33	199.071	191.573	225.378	177.796	248.308	231.466	222.042	357
rplU.t01	5550.79	5772.78	5687.17	4048.57	4002.49	3940	4080.43	2827.1	4152.53	312
rplV.t01	5531.93	6690.97	5531.53	4695.8	5824.27	4935.29	5843.65	4052.41	4496.57	333
rplW.t01	26638.9	22188.6	18109.5	13508.2	14611.4	11370.8	8455.58	3246.16	8618.96	303
rplX.t01	3716.31	3437.91	3429.44	2409.82	2920.89	2068.61	1708.28	1092.55	1824.83	315
rplY.t01	1029.04	1265.52	1389.96	785.654	628.094	681.806	591.107	358.065	525.341	285
rpmA.t01	302.75	268.87	363.478	279.796	159.561	210.261	244.591	380.145	207.885	258
rpmB.t01	1423.89	1453.69	1323.05	1405.24	1195.42	1490.46	1200.28	1098.86	1077.44	237
rpmC.t01	582.588	535.799	791.201	567.049	537.863	353.937	397.169	185.506	344.684	192
rpmD.t01	758.957	759.78	570.708	688.145	540.864	478.669	304.591	202.061	411.187	180
rpmE.t01	8646.25	9711.86	8675.87	4836.97	4569.04	5229.79	6514.05	5648.38	3973.2	213
rpmF.t01	859.309	929.191	1031.21	500.495	456.341	355.995	413.828	229.021	334.19	174
rpmG.t01	955.959	752.282	739.79	899.942	799.824	747.138	1659.1	1041.98	830.829	168
rpmH.t01	1643.82	1742.13	1707.86	936.439	906.84	823.811	918.298	609.011	1036.9	141
rpmI.t01	1165.82	1268.41	1585.43	1266.72	1494.48	1001.3	1534.7	376.671	977.304	198
rpmJ.t01	815.022	837.924	884.307	787.999	769.528	574.938	507.821	261.424	446.002	117
rpoA.t01	59071.3	60232.7	51277	31973.6	33286.1	31932.9	26652.3	22729.7	28424.4	990
rpoB.t01	23855.1	23616.6	27395.3	21181.1	21291	15789.4	13711	6825.41	12179.1	4029
rpoC.t01	22764.7	21673.6	24063.7	18503.5	19266.7	14848.1	12610.4	6657.45	11163.9	4224
rpoD.t01	7776.1	8387.95	8783.1	7458.57	7236.63	6373.17	5899.15	4351.76	5537.09	1842
rpoE.t01	401.649	407.176	548.096	558.008	625.202	373.431	585.544	379.344	287.38	576
rpoH.t01	2907.57	2858.62	2897.73	3297.2	3614.97	2906.45	3187.95	2779.45	2888.39	855
rpoN.t01	3025.6	3179.18	3655.72	4678.28	4655.18	3967.38	3989.4	2783.84	3683.03	1434
rpoS.t01	1078.65	1029.08	1052.36	1495.07	1454.19	1273.45	1475.33	1541.54	1232.41	993
rpoZ.t01	2475.62	2660.82	2245.93	1806.01	1808.36	1737.1	1453.5	1497	1920.47	276
rppH.t01	2413.11	2673	2466.2	2126.93	1982.33	1735.42	1292.23	1274.56	1523.09	531
rprA.r01	21.9296	39.4688	40.0361	8.12914	28.6309	33.884	19.3281	21.9151	21.9055	106
rpsA.t01	30567.4	34298.1	36649.9	22465.1	22880.1	19389.8	13980.5	7709.67	11863.2	1674
rpsB.t01	5158.43	5082.44	5735.44	4671.2	4446.5	3628.32	2718.94	1475	2548.13	726
rpsC.t01	7949.31	7590.38	7095.96	6220.64	7349.73	5569.79	5066	3311.14	5305.75	702
rpsD.t01	13252.6	11710	10343.7	7960.97	8345.43	7143.67	4586.97	3348.87	7028.17	621
rpsE.t01	2197.11	1973.3	1921.04	1538.1	1513.22	1182.41	1180.4	736.611	1158.25	504
rpsF.t01	6693.27	6488.94	6225.95	4268.29	4848.78	4037.14	4854.8	3871.78	4702.26	396
rpsG.t01	6392.95	6087.42	5865.21	5163.82	5398.8	4240.1	2856.95	2010.26	2811.81	540
rpsH.t01	7395.75	6316.18	5156.71	3375.52	3853.1	3309.65	2829.78	1958.36	3289.46	393
rpsI.t01	971.461	1065.15	952.746	839.597	990.781	631.744	800.565	514.563	610.797	393
rpsJ.t01	15336.9	14355.5	10425.6	7573.39	8643.8	7807.74	7070.04	5536.94	6836.51	312
rpsK.t01	3495.55	2872.56	3141.17	2467.44	2459.66	2025.67	1400.09	762.668	2064.62	390
rpsL.t01	10431.5	9796.31	8418.98	5746.27	6286.39	4924.69	2748.59	1893.05	3522.72	375
rpsM.t01	3588.03	3868.24	4191.18	3094.62	3394.82	2857.77	3084.29	1484.05	2771.94	357
rpsN.t01	3249.02	2920.52	3193.2	2151.42	2313.11	1826.29	1398.79	947.14	1835.6	306
rpsO.t01	1606.11	1627.57	1628.68	1588.82	1741.16	1521.36	2135.87	1119.66	1303.43	270
rpsP.t01	3948.04	4353.27	4754.98	2903.89	2656.53	2058.79	1419.86	670.55	1406.62	249
rpsQ.t01	365.313	386.608	635.429	447.303	427.604	334.246	591.615	322.08	349.401	255
rpsR.t01	778.08	792.61	805.75	556.717	572.855	594.879	452.917	369.089	387.495	228
rpsS.t01	63328.8	55367.6	42821.2	26672.9	33045.9	24986.4	25324.7	12577.6	19469	279
rpsT.t01	23787.3	23126.7	25572.4	13467	13631.3	13397.1	16306.6	12640.9	13878.1	264
rpsU.t01	1774.23	1789.7	1445.1	1464.41	1394.92	1395.03	1556.51	1124.24	1329.98	216
rraA.t01	678.228	609.357	879.47	974.07	1077.8	844.741	1311.59	850.899	1368.93	486
rraB.t01	902.901	1240.22	1193.91	1505.92	1437.85	1428.28	1344.7	961.589	1080.88	417
rrfA.r01	144.744	141.338	205.172	294.809	149.732	242.952	362.219	232.268	223.562	120
rrfB.r01	0	0	0	0	0	0	0	0	0	120
rrfC.r01	388.943	455.021	429.198	743.855	339.65	686.554	1083.58	947.1	985.972	120
rrfD.r01	0	0	0	0	0	0	0	0	0	120
rrfE.r01	971.695	1233.06	1257.36	1589.65	837.73	1813.44	3101.28	3608.74	2901.18	120
rrfF.r01	154.631	225.502	328.373	325.483	307.963	246.606	415.247	188.87	226.669	120
rrfG.r01	0	0	0	0	0	0	0	0	0	120
rrfH.r01	0	0	0	0	0	0	0	0	0	120
rrlA.r01	123450	141266	133915	96531.7	93010.3	111801	87603.2	62931.6	100816	2905
rrlB.r01	355644	445898	504622	255843	246233	268750	310682	218320	281966	2904
rrlC.r01	66392.7	67168.6	62080.6	46849.7	46073.4	49084.6	35356.2	22617.7	51947.6	2904
rrlD.r01	1286.15	1497.09	2312.78	1641.43	1363.1	885.729	1194.63	132.836	872.53	2904
rrlE.r01	3.92139e+06	3.70292e+06	5.14676e+06	2.01543e+06	2.01715e+06	2.05236e+06	2.20387e+06	2.22248e+06	2.58992e+06	2904
rrlG.r01	0	0	0	0	0	0	0	0	0	2904
rrlH.r01	77862.3	69329.2	64683.1	56675	57444.9	55164.7	36151	19190.5	46757.9	2904
rrrD.t01	398.55	328.054	233.804	303.301	416.266	548.662	399.796	404.817	298.565	498
rrrQ.t01	204.201	217.987	310.096	181.151	211.051	228.657	214.83	287.705	167.607	534
rrsA.r01	27675.7	29561.1	26908.5	31818.9	32781.1	33807.6	21592.2	14021.9	29158.9	1542
rrsB.r01	0	0	0	0	0	0	0	0	0	1542
rrsC.r01	74300.2	79221.5	66269.3	75009.4	84909.6	96280.3	56532.2	48789.8	77763.5	1542
rrsD.r01	74196.7	72790.3	67212.7	74470.1	80034.1	82385.7	48266.3	37371	68053.9	1542
rrsE.r01	1.98949e+06	1.89797e+06	2.31855e+06	1.67598e+06	1.78146e+06	1.74966e+06	1.76218e+06	2.04363e+06	2.13912e+06	1542
rrsG.r01	22289.6	24823.1	21416.4	26291.6	27942.9	30367.7	16314.5	9587.12	20488.9	1542
rrsH.r01	33938	40394.4	31528.3	37758.6	47046.4	46086.2	34854	19857.7	37009.9	1542
rsd.t01	397.086	307.613	445.093	920.157	985.067	748.833	1599.72	696.534	748.279	477
rseA.t01	1285.58	1158.99	1437.41	1762.24	1579.04	1247.82	1955.26	818.919	1193.33	651
rseB.t01	1682.1	1679.91	1853.33	1470.14	1611.12	855.816	995.625	612.206	1029.33	957
rseC.t01	287.622	270.242	454.017	363.651	365.388	222.045	251.97	167.959	264.784	480
rseP.t01	1202.49	1105.19	1645.53	1279.96	1567.25	1103.39	1292.95	1259.28	918.54	1353
rseX.r01	11.0335	23.5207	13.729	17.252	5.62556	32.217	26.9899	42.8988	41.0898	91
rsfS.t01	597.824	632.101	837.424	508.698	389.512	407.676	361.537	267.416	436.862	318
rsgA.t01	1645.46	1802.99	2214.17	1922.91	1687.71	1758.36	1827.76	2074.99	1740.46	1053
rsmA.t01	1846.12	1581.63	1890.3	1892.34	1893.58	1481.41	1291.3	1004.76	1475.39	822
rsmB.t01	998.848	756.985	1230.4	1150.84	1277.33	674.625	968.686	851.768	777.488	1290
rsmC.t01	2390.69	2698.61	3309.29	1879.17	2121.74	1812.74	2072.18	1834.28	1923.58	1032
rsmD.t01	727.504	742.238	723.218	716.949	595.11	641.751	618.516	1058.02	911.888	597
rsmE.t01	1570.67	1658.38	1682.77	1481.88	1328.07	1351.74	1173.29	1324.82	1266.39	732
rsmF.t01	1126	1074.66	1264.22	771.65	789.844	813.849	833.396	857.687	709.446	1440
rsmG.t01	510.661	512.102	589.676	510.567	512.661	376.446	586.348	760.307	489.19	624
rsmH.t01	1600.44	1562.35	1854.56	1726.77	1681.15	1479.55	1405.83	1104.41	1265.45	942
rsmI.t01	845.465	782.57	828.229	778.147	707.943	650.733	940.135	994.472	898.677	861
rsmJ.t01	706.335	673.523	594.984	636.83	639.365	714.932	826.418	1269.48	879.677	753
rspA.t01	664.13	631.484	625.053	611.851	555.302	600.561	742.587	790.296	836.201	1215
rspB.t01	489.456	496.419	565.171	413.772	374.074	530.225	586.082	690.376	441.261	1020
rspR.t01	696.439	706.827	668.935	717.888	640.875	682.09	446.564	533.396	493.403	687
rssA.t01	797.936	917.334	1156	1914.7	2025.95	1724.71	734.559	558.978	653.032	906
rssB.t01	574.116	454.731	623.176	1122.31	1370.76	900.062	641.37	387.921	535.512	1014
rstA.t01	1412.68	1608.11	1840.06	925.711	822.535	765.05	736.063	550.574	664.292	720
rstB.t01	851.306	790.137	1002.46	633.7	714.551	706.142	712.562	769.425	657.643	1302
rsuA.t01	973.3	1124.12	1533.07	1672.1	1469.88	1194.29	719.511	657.351	872.492	696
rsxA.t01	295.934	256.172	267.631	193.363	318.867	316.475	171.869	296.456	221.359	582
rsxB.t01	286.033	275.009	377.694	247.615	253.693	321.234	218.961	262.493	237.77	579
rsxC.t01	1247.92	1241.57	1740.18	1155.39	1222.67	1193.28	1165.95	1237.92	1029.08	2223
rsxD.t01	572.141	577.111	751.418	579.26	610.662	605.187	515.198	567.075	453.991	1059
rsxE.t01	448.516	482.382	554.35	439.945	402.721	399.008	302.605	395.396	284.17	696
rsxG.t01	282.426	248.638	276.522	277.335	177.906	227.263	282.599	284.752	219.358	621
rtcA.t01	646.295	585.847	628.295	534.306	528.127	698.035	783.534	1141.95	946.915	1017
rtcB.t01	1045.4	1030.38	860.766	681.108	661.187	859.848	1272.9	1938.43	1198.23	1227
rtcR.t01	1308.35	1122.42	900.085	1040.75	976.979	1058.29	1353.02	2547.56	1520.87	1599
rtn.t01	1218.01	1185.38	1446.1	1012.9	970.128	1098.14	1019.91	1391.65	1003.91	1557
rttR.r01	123.188	111.355	121.708	70.525	102.295	130.46	95.458	109.592	105.251	171
rusA.t01	199.909	218.257	327.487	170.592	155.477	231.621	245.953	240.466	222.98	363
rutA.t01	493.986	477.545	480.451	399.708	520.905	462.832	416.436	562.483	338.252	1149
rutB.t01	313.622	343.806	313.671	204.407	278.612	181.606	265.114	290.127	269.43	693
rutC.t01	142.593	119.657	150.159	159.217	158.634	138.029	134.88	136.971	172.559	387
rutD.t01	322.407	285.532	442.414	305.339	237.054	282.831	282.135	262.458	229.706	801
rutE.t01	266.275	242.988	198.254	176.63	147.485	168.429	210.602	235.214	132.904	591
rutF.t01	160.964	168.987	223.329	142.819	138.172	146.325	196.308	159.851	194.962	495
rutG.t01	588.867	574.575	565.015	372.25	417.113	412.337	497.765	558.829	532.498	1329
rutR.t01	384.895	313.651	409.818	272.831	415.427	186.63	385.875	212.525	254.78	639
ruvA.t01	616.168	515.634	524.709	1280.42	1391.53	835.606	731.187	355.798	789.566	612
ruvB.t01	724.232	695.888	904.928	1367.23	1241.55	899.102	1105.72	714.603	897.758	1011
ruvC.t01	890.245	832.261	1044.21	872.058	690.763	697.413	867.982	390.894	603.735	522
rybB.r01	26.3836	40.2299	25.8288	20.1259	28.931	24.8769	21.6685	21.5748	20.2816	79
rydB.r01	18.9138	4.74703	16.7499	3.12102	9.38801	12.1729	17.2172	14.9246	22.0523	68
rydC.r01	42.2815	53.283	56.3113	12.7803	11.1689	36.8627	30.8361	26.9922	9.41498	64
ryeA.r01	132.3	153.041	161.812	148.878	119.288	122.559	362.731	247.863	295.991	249
ryfA.r01	128.2	119.478	176.115	124.881	155.896	127.965	152.179	97.1757	154.408	304
ryfD.r01	77.7747	99.9965	129.93	249.752	212.479	146.665	262.678	68.3996	126.524	143
ryhB.r01	80.5949	49.3058	63.2054	65.8475	34.433	37.877	66.6904	129.281	82.4865	90
ryjA.r01	73.8767	60.7816	87.5063	106.73	94.9082	118.484	134.669	121.15	126.847	140
